股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,原因
300130,CN,新国都,-,通用,ROE、现金流、资产负债率,-,-,8.9%,5.8%,-,28.4%,-,-,未分红/不适用,-3.1%,10,10,100,High,未知,警惕,85,10年净利润波动较大
300131,CN,英唐智控,-,通用,ROE、现金流、资产负债率,-,-,5.7%,4.6%,-,52.1%,-,-,未分红/不适用,-3.1%,10,10,100,High,未知,警惕,85,10年净利润波动较大
300132,CN,青松股份,-,通用,ROE、现金流、资产负债率,-,-,3.1%,25.4%,-,34.0%,-,-,未分红/不适用,-12.0%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
300133,CN,华策影视,-,通用,ROE、现金流、资产负债率,-,-,2.8%,9.7%,-,34.2%,-,-,未分红/不适用,-7.2%,10,10,100,High,未知,排除,30,10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
300134,CN,大富科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,7.9%,27.7%,-,32.4%,-,-,未分红/不适用,0.1%,10,10,100,High,未知,排除,30,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大
300135,CN,宝利国际,-,通用,ROE、现金流、资产负债率,-,-,0.8%,12.6%,-,44.7%,-,-,未分红/不适用,-12.0%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
300136,CN,信维通信,-,科技,营收增长、自由现金流、研发投入效率,-,-,18.9%,11.4%,-,41.4%,-,-,未分红/不适用,4.1%,10,10,100,High,未知,通过,100,-
300137,CN,先河环保,-,通用,ROE、现金流、资产负债率,-,-,11.5%,25.3%,-,34.0%,-,-,未分红/不适用,-4.5%,10,10,100,High,未知,排除,30,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大
300138,CN,晨光生物,-,通用,ROE、现金流、资产负债率,-,-,10.6%,3.9%,-,63.8%,-,-,未分红/不适用,7.7%,10,10,100,High,未知,通过,100,-
300139,CN,晓程科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,2.3%,15.5%,-,21.1%,-,-,未分红/不适用,34.4%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
300140,CN,节能环境,-,通用,ROE、现金流、资产负债率,-,-,-0.2%,11.0%,-,51.8%,-,-,未分红/不适用,51.6%,10,10,100,High,未知,排除,5,10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%
300141,CN,和顺电气,-,通用,ROE、现金流、资产负债率,-,-,16.2%,38.0%,-,44.5%,-,-,未分红/不适用,3.0%,10,10,100,High,未知,排除,30,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大
300142,CN,沃森生物,-,通用,ROE、现金流、资产负债率,-,-,5.5%,11.7%,-,21.0%,-,-,未分红/不适用,-8.6%,10,10,100,High,未知,警惕,70,10年净利润波动较大；近5年营收增长偏弱
300143,CN,盈康生命,-,通用,ROE、现金流、资产负债率,-,-,-6.0%,19.6%,-,37.6%,-,-,未分红/不适用,14.7%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
300144,CN,宋城演艺,-,通用,ROE、现金流、资产负债率,-,-,0.4%,25.0%,-,14.5%,-,-,未分红/不适用,17.5%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
300145,CN,南方泵业,-,通用,ROE、现金流、资产负债率,-,-,3.2%,27.1%,-,61.5%,-,-,未分红/不适用,0.4%,10,10,100,High,未知,排除,30,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
300146,CN,汤臣倍健,-,通用,ROE、现金流、资产负债率,-,-,12.5%,8.7%,-,20.0%,-,-,未分红/不适用,-4.2%,10,10,100,High,未知,通过,100,-
300148,CN,天舟文化,-,通用,ROE、现金流、资产负债率,-,-,-0.6%,38.7%,-,26.4%,-,-,未分红/不适用,3.4%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
300149,CN,睿智医药,-,通用,ROE、现金流、资产负债率,-,-,-2.6%,19.8%,-,36.0%,-,-,未分红/不适用,-9.5%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
300150,CN,世纪瑞尔,-,通用,ROE、现金流、资产负债率,-,-,-0.3%,8.6%,-,24.2%,-,-,未分红/不适用,-2.0%,10,10,100,High,未知,排除,5,10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%
300151,CN,昌红科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,7.2%,4.5%,-,37.9%,-,-,未分红/不适用,-3.1%,10,10,100,High,未知,警惕,85,科技公司营收增长转负
300153,CN,科泰电源,-,通用,ROE、现金流、资产负债率,-,-,4.3%,13.2%,-,64.6%,-,-,未分红/不适用,16.6%,10,10,100,High,未知,排除,30,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
300154,CN,瑞凌股份,-,通用,ROE、现金流、资产负债率,-,-,6.1%,1.3%,-,35.1%,-,-,未分红/不适用,-4.7%,10,10,100,High,未知,通过,100,-
300155,CN,安居宝,-,通用,ROE、现金流、资产负债率,-,-,0.7%,4.3%,-,9.7%,-,-,未分红/不适用,-33.3%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%；近5年营收明显下滑
300157,CN,新锦动力,-,通用,ROE、现金流、资产负债率,-,-,-49.2%,69.6%,-,87.1%,-,-,未分红/不适用,14.3%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高
300158,CN,振东制药,-,通用,ROE、现金流、资产负债率,-,-,-14.7%,39.1%,-,28.4%,-,-,未分红/不适用,-14.0%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
300160,CN,秀强股份,-,通用,ROE、现金流、资产负债率,-,-,7.7%,10.1%,-,18.2%,-,-,未分红/不适用,3.4%,10,10,100,High,未知,警惕,85,10年净利润波动较大
300161,CN,华中数控,-,通用,ROE、现金流、资产负债率,-,-,1.2%,1.7%,-,61.2%,-,-,未分红/不适用,-1.1%,10,10,100,High,未知,排除,45,10年净利润波动较大；长期ROE低于5%
300162,CN,雷曼光电,-,通用,ROE、现金流、资产负债率,-,-,-5.1%,14.5%,-,45.6%,-,-,未分红/不适用,-5.0%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
300163,CN,先锋新材,-,通用,ROE、现金流、资产负债率,-,-,-11.0%,23.3%,-,8.8%,-,-,未分红/不适用,-7.9%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
300164,CN,通源石油,-,周期,利润波动、ROE波动、资本开支周期,-,-,-4.5%,24.0%,-,29.1%,-,-,未分红/不适用,11.3%,10,10,100,High,未知,排除,0,周期行业ROE波动显著；周期行业利润弹性过大；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
300165,CN,天瑞仪器,-,通用,ROE、现金流、资产负债率,-,-,-3.0%,7.9%,-,64.1%,-,-,未分红/不适用,-20.4%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%；近5年营收明显下滑
300166,CN,东方国信,-,通用,ROE、现金流、资产负债率,-,-,8.4%,15.5%,-,41.9%,-,-,未分红/不适用,1.4%,10,10,100,High,未知,排除,30,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大
300168,CN,万达信息,-,通用,ROE、现金流、资产负债率,-,-,-20.8%,28.2%,-,82.0%,-,-,未分红/不适用,-12.9%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；近5年营收增长偏弱
300169,CN,天晟新材,-,通用,ROE、现金流、资产负债率,-,-,-20.6%,47.0%,-,91.6%,-,-,未分红/不适用,-12.4%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；近5年营收增长偏弱
300170,CN,汉得信息,-,通用,ROE、现金流、资产负债率,-,-,1.7%,20.5%,-,16.2%,-,-,未分红/不适用,5.0%,10,10,100,High,未知,排除,45,10年ROE波动较大；长期ROE低于5%
300171,CN,东富龙,-,通用,ROE、现金流、资产负债率,-,-,8.5%,6.9%,-,39.5%,-,-,未分红/不适用,5.7%,10,10,100,High,未知,通过,100,-
300172,CN,中电环保,-,通用,ROE、现金流、资产负债率,-,-,7.6%,3.1%,-,32.0%,-,-,未分红/不适用,-4.9%,10,10,100,High,未知,通过,100,-
300174,CN,元力股份,-,通用,ROE、现金流、资产负债率,-,-,9.0%,1.9%,-,19.3%,-,-,未分红/不适用,4.3%,10,10,100,High,未知,通过,100,-
300176,CN,鸿特科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,6.5%,24.1%,-,60.4%,-,-,未分红/不适用,9.4%,10,10,100,High,未知,警惕,70,10年ROE波动较大；10年净利润波动较大
300177,CN,中海达,-,通用,ROE、现金流、资产负债率,-,-,-11.0%,24.4%,-,53.8%,-,-,未分红/不适用,-13.3%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
300179,CN,四方达,-,通用,ROE、现金流、资产负债率,-,-,9.6%,3.3%,-,34.5%,-,-,未分红/不适用,8.0%,10,10,100,High,未知,通过,100,-
300180,CN,华峰超纤,-,通用,ROE、现金流、资产负债率,-,-,0.3%,5.6%,-,23.5%,-,-,未分红/不适用,-0.9%,10,10,100,High,未知,排除,5,10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%
300181,CN,佐力药业,-,通用,ROE、现金流、资产负债率,-,-,9.8%,7.1%,-,31.2%,-,-,未分红/不适用,20.2%,10,10,100,High,未知,警惕,85,10年净利润波动较大
300182,CN,捷成股份,-,通用,ROE、现金流、资产负债率,-,-,9.8%,32.6%,-,24.7%,-,-,未分红/不适用,-8.2%,10,10,100,High,未知,警惕,55,10年ROE波动较大；10年净利润波动较大；近5年营收增长偏弱
300183,CN,东软载波,-,通用,ROE、现金流、资产负债率,-,-,9.0%,9.2%,-,10.8%,-,-,未分红/不适用,3.8%,10,10,100,High,未知,通过,100,-
300184,CN,力源信息,-,通用,ROE、现金流、资产负债率,-,-,0.7%,16.4%,-,40.2%,-,-,未分红/不适用,-4.0%,10,10,100,High,未知,排除,30,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
300185,CN,通裕重工,-,通用,ROE、现金流、资产负债率,-,-,19.1%,32.1%,-,54.4%,-,-,未分红/不适用,3.5%,10,10,100,High,未知,警惕,85,10年ROE波动较大
300187,CN,永清环保,-,通用,ROE、现金流、资产负债率,-,-,1.6%,13.0%,-,67.8%,-,-,未分红/不适用,-5.3%,10,10,100,High,未知,排除,15,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
300188,CN,国投智能,-,通用,ROE、现金流、资产负债率,-,-,3.1%,12.8%,-,37.8%,-,-,未分红/不适用,-13.6%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
300189,CN,神农种业,-,通用,ROE、现金流、资产负债率,-,-,-4.9%,10.6%,-,38.9%,-,-,未分红/不适用,13.9%,10,10,100,High,未知,排除,5,10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%
300190,CN,维尔利,-,通用,ROE、现金流、资产负债率,-,-,-1.7%,11.0%,-,58.8%,-,-,未分红/不适用,-15.4%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%；近5年营收明显下滑
300191,CN,潜能恒信,-,通用,ROE、现金流、资产负债率,-,-,18.2%,39.2%,-,72.9%,-,-,未分红/不适用,15.1%,10,10,100,High,未知,排除,15,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；资产负债率偏高
300192,CN,科德教育,-,通用,ROE、现金流、资产负债率,-,-,12.9%,38.3%,-,25.0%,-,-,未分红/不适用,-3.1%,10,10,100,High,未知,警惕,70,10年ROE波动较大；10年净利润波动较大
300193,CN,佳士科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,8.3%,1.7%,-,24.2%,-,-,未分红/不适用,0.4%,10,10,100,High,未知,通过,100,-
300194,CN,福安药业,-,通用,ROE、现金流、资产负债率,-,-,3.0%,6.3%,-,24.3%,-,-,未分红/不适用,-8.3%,10,10,100,High,未知,排除,30,10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
300195,CN,长荣股份,-,通用,ROE、现金流、资产负债率,-,-,12.5%,32.1%,-,54.5%,-,-,未分红/不适用,2.6%,10,10,100,High,未知,排除,30,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大
300196,CN,长海股份,-,通用,ROE、现金流、资产负债率,-,-,11.4%,5.0%,-,35.1%,-,-,未分红/不适用,5.8%,10,10,100,High,未知,通过,100,-
300197,CN,节能铁汉,-,通用,ROE、现金流、资产负债率,-,-,-66.8%,159.2%,-,95.9%,-,-,未分红/不适用,-23.7%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；近5年营收明显下滑
300199,CN,翰宇药业,-,通用,ROE、现金流、资产负债率,-,-,-14.9%,21.2%,-,80.0%,-,-,未分红/不适用,7.0%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高
300200,CN,高盟新材,-,通用,ROE、现金流、资产负债率,-,-,5.4%,9.3%,-,35.2%,-,-,未分红/不适用,4.7%,10,10,100,High,未知,警惕,85,10年净利润波动较大
300201,CN,海伦哲,-,通用,ROE、现金流、资产负债率,-,-,6.0%,14.7%,-,30.6%,-,-,未分红/不适用,0.8%,10,10,100,High,未知,警惕,70,10年ROE波动较大；10年净利润波动较大
300203,CN,聚光科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,3.5%,11.8%,-,65.9%,-,-,未分红/不适用,-5.5%,10,10,100,High,未知,排除,0,科技公司营收增长转负；10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
300204,CN,舒泰神,-,通用,ROE、现金流、资产负债率,-,-,-5.4%,14.5%,-,36.3%,-,-,未分红/不适用,-21.6%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收明显下滑
300206,CN,理邦仪器,-,通用,ROE、现金流、资产负债率,-,-,12.6%,11.0%,-,17.0%,-,-,未分红/不适用,5.1%,10,10,100,High,未知,警惕,85,10年净利润波动较大
300207,CN,欣旺达,-,通用,ROE、现金流、资产负债率,-,-,11.7%,6.3%,-,71.3%,-,-,未分红/不适用,14.1%,10,10,100,High,未知,警惕,85,资产负债率偏高
300209,CN,行云科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,-30.3%,63.7%,-,33.6%,-,-,未分红/不适用,-46.5%,10,10,100,High,未知,排除,0,科技公司营收增长转负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收明显下滑
300210,CN,森远股份,-,通用,ROE、现金流、资产负债率,-,-,-10.9%,16.3%,-,61.5%,-,-,未分红/不适用,11.6%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
300213,CN,佳讯飞鸿,-,通用,ROE、现金流、资产负债率,-,-,4.3%,4.8%,-,30.9%,-,-,未分红/不适用,-4.3%,10,10,100,High,未知,排除,45,10年净利润波动较大；长期ROE低于5%
300214,CN,日科化学,-,通用,ROE、现金流、资产负债率,-,-,5.7%,4.7%,-,50.7%,-,-,未分红/不适用,7.8%,10,10,100,High,未知,警惕,85,10年净利润波动较大
300215,CN,电科院,-,通用,ROE、现金流、资产负债率,-,-,17.3%,29.2%,-,19.1%,-,-,未分红/不适用,-10.7%,10,10,100,High,未知,警惕,70,10年ROE波动较大；近5年营收增长偏弱
300217,CN,东方电热,-,通用,ROE、现金流、资产负债率,-,-,6.0%,5.9%,-,33.4%,-,-,未分红/不适用,4.1%,10,10,100,High,未知,警惕,85,10年净利润波动较大
300218,CN,安利股份,-,通用,ROE、现金流、资产负债率,-,-,7.0%,4.8%,-,31.4%,-,-,未分红/不适用,2.7%,10,10,100,High,未知,通过,100,-
300219,CN,鸿利智汇,-,通用,ROE、现金流、资产负债率,-,-,3.6%,15.3%,-,57.4%,-,-,未分红/不适用,1.7%,10,10,100,High,未知,排除,30,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
300220,CN,金运激光,-,通用,ROE、现金流、资产负债率,-,-,-13.9%,19.9%,-,73.9%,-,-,未分红/不适用,-7.7%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；近5年营收增长偏弱
300221,CN,银禧科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,5.5%,36.4%,-,32.5%,-,-,未分红/不适用,-0.6%,10,10,100,High,未知,警惕,55,科技公司营收增长转负；10年ROE波动较大；10年净利润波动较大
300222,CN,科大智能,-,通用,ROE、现金流、资产负债率,-,-,-9.0%,27.9%,-,60.9%,-,-,未分红/不适用,1.5%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
300223,CN,北京君正,-,通用,ROE、现金流、资产负债率,-,-,16.0%,24.4%,-,8.0%,-,-,未分红/不适用,-2.6%,10,10,100,High,未知,警惕,70,10年ROE波动较大；10年净利润波动较大
300224,CN,正海磁材,-,通用,ROE、现金流、资产负债率,-,-,6.3%,4.9%,-,45.1%,-,-,未分红/不适用,20.2%,10,10,100,High,未知,警惕,85,10年净利润波动较大
300226,CN,上海钢联,-,通用,ROE、现金流、资产负债率,-,-,11.9%,3.7%,-,86.7%,-,-,未分红/不适用,2.8%,10,10,100,High,未知,排除,60,资产负债率过高
300227,CN,光韵达,-,通用,ROE、现金流、资产负债率,-,-,4.0%,8.5%,-,62.3%,-,-,未分红/不适用,14.6%,10,10,100,High,未知,排除,45,10年净利润波动较大；长期ROE低于5%
300228,CN,富瑞特装,-,通用,ROE、现金流、资产负债率,-,-,6.2%,25.4%,-,36.9%,-,-,未分红/不适用,18.7%,10,10,100,High,未知,排除,30,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大
300229,CN,拓尔思,-,通用,ROE、现金流、资产负债率,-,-,5.1%,6.8%,-,8.6%,-,-,未分红/不适用,-16.0%,10,10,100,High,未知,排除,45,10年净利润波动较大；近5年营收明显下滑
300230,CN,永利股份,-,通用,ROE、现金流、资产负债率,-,-,6.7%,9.7%,-,22.5%,-,-,未分红/不适用,-7.2%,10,10,100,High,未知,警惕,70,10年净利润波动较大；近5年营收增长偏弱
